success,failure_reason,miss_distance_m,robustness_margin,max_qbar_pa,max_load_g,time_of_flight_s,impulse_n_s,burn_time_s,candidate,crossrange_error_m,downrange_error_m,failed,final_x_m,final_y_m,final_z_m,fuel_used_kg,generation,ground_violation_m,guidance_gain,integrated_control_effort,load_violation_g,miss_violation_m,mission_model,optimizer_score,qbar_violation_pa,terminal_altitude_m,terminal_flight_path_angle_deg,terminal_speed_mps,thrust_n
True,none,22.73313574611976,67.64566634708896,132354.33365291104,4.546546082417891,9.299999999999997,18075.160000173037,9.961466291218871,23,0.0,-21.738500064239815,False,2978.26149993576,0.0,-6.650795126039708,6.068383733154562,2,6.650795126039708,1.446640101422136,0.4408914532901849,0.0,0.0,point_mass,30.661445794229458,0.0,-6.650795126039708,-9.49764825837128,491.9898597379175,1943.565591416458
True,none,10.405368177894035,69.36602176572741,130633.9782342726,4.468578785400979,9.399999999999999,17970.28053772525,10.326465812382772,24,0.0,-4.393670484244922,False,2995.606329515755,0.0,-9.432250346200785,5.91683554762173,2,9.432250346200785,1.4,0.449907104237184,0.0,0.0,point_mass,17.970745450760173,0.0,-9.432250346200785,-9.570138528812251,488.704795758071,1911.7319720984383
True,none,16.854351598087135,67.02890205317173,132971.09794682826,4.548278534842345,9.349999999999998,18172.33827974386,9.961466291218871,25,0.0,1.7252278683713484,False,3001.7252278683713,0.0,-16.76582108320786,6.101009452150016,2,16.76582108320786,1.6621598931882533,0.5021158772578314,0.0,0.0,point_mass,24.972354569855234,0.0,-16.76582108320786,-9.125802800036224,492.7918780679526,1943.565591416458
True,none,2.488545635870983,48.39288876073752,151607.11123926248,5.265976662505164,8.84999999999999,19829.249399715638,10.036469939288345,26,0.0,2.379145194709963,False,3002.37914519471,0.0,-0.7297448350629203,5.731596900899696,2,0.7297448350629203,1.4408627995468473,0.4013450896946256,0.0,0.0,point_mass,15.058861721475996,0.0,-0.7297448350629203,-9.249413851085455,526.8247040593075,2240.5931525102446
True,none,17.452264867415,70.44320631440372,129556.79368559628,4.440325003516191,9.399999999999999,17860.0,10.326465812382772,27,0.0,-15.097330563760806,False,2984.902669436239,0.0,-8.75512186385442,5.91683554762173,2,8.75512186385442,1.4217772971323375,0.4491666266747133,0.0,0.0,point_mass,24.74578392025444,0.0,-8.75512186385442,-9.574405741650292,486.7122625156144,1900.0
True,none,0.4675696340545005,46.87018468222709,153129.8153177729,5.348000475396451,8.79999999999999,20018.179575305672,10.597044532238058,28,0.0,-0.19359447708529842,False,2999.8064055229147,0.0,0.42560843639656554,5.397731398220685,2,0.0,1.446640101422136,0.3986783135898924,0.0,0.0,point_mass,13.45522150702611,0.0,0.42560843639656554,-9.218550342475707,529.5083964603873,2274.7931335574585
True,none,1.6172039046648612,50.617011033635094,149382.9889663649,5.190250169826129,8.899999999999991,19665.269099800957,10.326465812382772,29,0.0,1.3502123589892108,False,3001.350212358989,0.0,-0.8900983400142168,5.602110252535468,2,0.8900983400142168,1.4217772971323375,0.40354239523330376,0.0,0.0,point_mass,13.689921349420555,0.0,-0.8900983400142168,-9.301370314473523,522.9266257183275,2209.5807977304403
True,none,0.4675696340545005,46.87018468222709,153129.8153177729,5.348000475396451,8.79999999999999,20018.179575305672,10.597044532238058,30,0.0,-0.19359447708529842,False,2999.8064055229147,0.0,0.42560843639656554,5.397731398220685,3,0.0,1.446640101422136,0.3986783135898924,0.0,0.0,point_mass,13.45522150702611,0.0,0.42560843639656554,-9.218550342475707,529.5083964603873,2274.7931335574585
True,none,1.6172039046648612,50.617011033635094,149382.9889663649,5.190250169826129,8.899999999999991,19665.269099800957,10.326465812382772,31,0.0,1.3502123589892108,False,3001.350212358989,0.0,-0.8900983400142168,5.602110252535468,3,0.8900983400142168,1.4217772971323375,0.40354239523330376,0.0,0.0,point_mass,13.689921349420555,0.0,-0.8900983400142168,-9.301370314473523,522.9266257183275,2209.5807977304403
True,none,3.4754088568184827,47.39170044437874,152608.29955562126,5.347550993332912,8.79999999999999,20018.179575305672,11.123883166320025,32,0.0,-3.4663238716429987,False,2996.533676128357,0.0,-0.2511285306974198,5.1420892457039145,3,0.2511285306974198,1.4846991893600616,0.40060596141873506,0.0,0.0,point_mass,16.384833365467344,0.0,-0.2511285306974198,-9.164807949407093,528.5797653840378,2274.7931335574585
