run,success,failure_reason,miss_distance_m,robustness_margin,max_qbar_pa,max_load_g,time_of_flight_s,impulse_n_s,crossrange_error_m,downrange_error_m,failed,final_x_m,final_y_m,final_z_m,fuel_used_kg,ground_violation_m,integrated_control_effort,load_violation_g,miss_violation_m,mission_model,qbar_violation_pa,terminal_altitude_m,terminal_flight_path_angle_deg,terminal_speed_mps
10,True,none,31.12763416561794,53.630423238685005,146369.576761315,8.957934210425865,11.400000000000027,25579.096155340434,-0.2900374705093192,-7.126617383008579,False,4002.0716454866842,-2.1682221143355394,-153.8995598335446,6.174999999999244,153.8995598335446,10.442419308068349,0.0,0.0,point_mass,0.0,-153.8995598335446,-8.492042294951718,317.5166513197603
11,True,none,14.744090920182828,43.004616055061895,156995.3839449381,5.57855031043432,8.649999999999988,20188.452640309377,-0.4878513764309551,0.1431330353721023,False,3000.143133035372,-0.4878513764309551,-14.735322562852748,4.685416666666093,14.735322562852748,0.6807724874222726,0.0,0.0,point_mass,0.0,-14.735322562852748,-8.92179232466683,539.8194385364477
12,False,ground_intercept,242.82712003896054,-12.827120038960544,150014.4887268194,5.385870592670127,8.249999999999982,18165.223016077878,0.7677982635038191,-242.8221926321762,True,2757.177807367824,0.7677982635038191,-1.342936165504598,4.468749999999453,1.342936165504598,0.48407331543465026,0.0,12.827120038960544,point_mass,0.0,-1.342936165504598,-8.268545362280193,527.2290876631697
13,True,none,19.432339797393027,61.28419136721623,138715.80863278377,4.845665416631834,9.199999999999996,19555.22372896685,-0.27344376526679903,-14.648495849909068,False,2985.351504150091,-0.27344376526679903,-12.765681644306285,4.983333333332723,12.765681644306285,0.5071981236615912,0.0,0.0,point_mass,0.0,-12.765681644306285,-8.570031271677733,492.29439961466244
14,True,none,24.273325565632298,54.96199242711888,145038.00757288112,8.564959143285705,11.400000000000027,25182.014487644017,-0.06247773046571394,-5.32052743312579,False,4003.39243685068,2.180552095017756,-184.90535240795032,6.174999999999244,184.90535240795032,10.107969116948489,0.0,0.0,point_mass,0.0,-184.90535240795032,-10.828079135738967,334.4032563107625
15,True,none,31.889210392983603,42.62868379984781,157371.31620015219,9.947250358980588,11.050000000000022,25459.4637931716,0.5739151268318816,4.335774649601717,False,4009.093613951217,-10.211138923185034,-154.00265154994509,5.985416666665934,154.00265154994509,9.893744856775491,0.0,0.0,point_mass,0.0,-154.00265154994509,-8.367137329222636,327.39329735637284
16,True,none,16.569047017925193,44.31875963198033,155681.24036801967,5.441123876056541,8.699999999999989,19887.894659369606,0.6920752643395112,-13.67671829956862,False,2986.3232817004314,0.6920752643395112,-9.327471654470463,4.712499999999423,9.327471654470463,0.5507904493553711,0.0,0.0,point_mass,0.0,-9.327471654470463,-7.985076726316212,535.5756491520481
17,True,none,33.724781798094355,38.901263633094494,161098.7363669055,9.46694005720932,11.050000000000022,25140.294925933686,0.6161964407854167,8.539619824799956,False,4006.7972666201604,-2.1960125324622837,-170.98402268661874,5.985416666665934,170.98402268661874,9.750299490628578,0.0,0.0,point_mass,0.0,-170.98402268661874,-9.380279161390861,341.04989307043127
18,True,none,24.47584518216147,57.01917731980828,142980.82268019172,8.792613045643936,11.450000000000028,23965.91253847299,-0.254294060922998,-15.232776822188953,False,4010.506762812328,-1.4222445565780886,-138.26121230290946,6.202083333332574,138.26121230290946,10.097121528170259,0.0,0.0,point_mass,0.0,-138.26121230290946,-7.921837736023558,325.50595741992754
19,True,none,15.750910150139097,41.23854699733504,158761.45300266496,5.561261981679291,8.699999999999989,20359.867802494373,0.016830476838669235,-10.163778003440711,False,2989.8362219965593,0.016830476838669235,-12.032809480315848,4.712499999999423,12.032809480315848,0.43893944353682346,0.0,0.0,point_mass,0.0,-12.032809480315848,-8.310039582089018,531.4141348266064
20,True,none,25.094332067117136,58.8124493539666,141187.5506460334,8.765271961562412,11.350000000000026,24410.66360139136,2.255899470159923,-6.017140837529041,False,4010.7478972398517,5.672516491647069,-157.90580998195605,6.147916666665914,157.90580998195605,10.074396826793272,0.0,0.0,point_mass,0.0,-157.90580998195605,-8.90178092237398,333.60050892173274
21,False,ground_intercept,290.8590429524736,-60.8590429524736,125091.13144379994,4.802113416380609,8.599999999999987,16927.863006082414,-0.08495686394869187,-290.85700194527635,True,2709.1429980547236,-0.08495686394869187,-1.0863097926701082,4.658333333332763,1.0863097926701082,0.508727721850976,0.0,60.8590429524736,point_mass,0.0,-1.0863097926701082,-8.662558623182125,483.52749224513
22,True,none,32.54460280865203,59.93779532179245,140062.20467820755,8.491293614963624,11.450000000000028,25528.35309952021,0.35194174224124214,8.418775016273685,False,4012.3103559680026,0.8078813473803311,-157.5398183266779,6.202083333332574,157.5398183266779,10.221342610544498,0.0,0.0,point_mass,0.0,-157.5398183266779,-8.548717050491947,330.38913537728564
23,True,none,31.621322663999667,59.95435189817535,140045.64810182466,8.901970379436547,11.350000000000026,25179.74347703582,0.29039873339759403,-6.922508703453786,False,4008.868393505898,-0.5409965128139363,-166.91471630547997,6.147916666665914,166.91471630547997,9.933855171916512,0.0,0.0,point_mass,0.0,-166.91471630547997,-8.983481957781493,332.263871278345
24,True,none,8.73558667466714,47.79695576698927,152203.04423301073,5.607236707675246,8.649999999999988,20217.808635123878,0.11418978188594515,-5.164247828747648,False,2994.8357521712524,0.11418978188594515,-7.044712883262891,4.685416666666093,7.044712883262891,0.47052283729331856,0.0,0.0,point_mass,0.0,-7.044712883262891,-7.673274101817005,537.6790836180523
25,True,none,22.312969571856176,44.125593016497646,155874.40698350235,5.050602301400421,8.949999999999992,19378.480422657223,1.5046321419715827,-1.6298335721739932,False,2998.370166427826,1.5046321419715827,-22.202439860495964,4.847916666666073,22.202439860495964,0.5783168218311161,0.0,0.0,point_mass,0.0,-22.202439860495964,-8.584291133910767,522.8203932361672
26,False,ground_intercept,308.86974914945444,-78.86974914945444,126615.4779889552,4.9800710031566195,8.449999999999985,17494.40982050202,0.6519244960723403,-308.8530933358338,True,2691.146906664166,0.6519244960723403,-3.1406481791295247,4.577083333332773,3.1406481791295247,0.5157302087100015,0.0,78.86974914945444,point_mass,0.0,-3.1406481791295247,-8.598614474928493,490.31183382519504
27,True,none,23.77242664922853,43.77837628554655,156221.62371445345,8.728990758999975,10.95000000000002,25386.446954705345,0.30501413845163744,4.132095087992184,False,4018.848470334981,-1.5727640380383796,-182.32157920493634,5.931249999999274,182.32157920493634,9.306063856942647,0.0,0.0,point_mass,0.0,-182.32157920493634,-10.271326614427005,380.0164285507908
28,False,ground_intercept,234.65826975949443,-4.658269759494431,135648.64940183714,4.989402970337737,8.599999999999987,18448.724570711976,-0.1350498448271336,-234.64014994957824,True,2765.3598500504218,-0.1350498448271336,-2.9129640743593543,4.658333333332763,2.9129640743593543,0.4983362103570021,0.0,4.658269759494431,point_mass,0.0,-2.9129640743593543,-8.362936225929031,494.88838487192265
29,True,none,18.774569507190566,47.212407485723524,152787.59251427648,5.0994335392510335,8.899999999999991,19590.257396897072,0.3311066002457552,-7.459586332293384,False,2992.5404136677066,0.3311066002457552,-17.22583525843276,4.820833333332743,17.22583525843276,0.504078745668729,0.0,0.0,point_mass,0.0,-17.22583525843276,-8.114475373077347,526.1486962951656
30,True,none,24.174106643103396,65.16761544399513,134832.38455600486,8.661468179706981,11.900000000000034,24658.874329046444,-0.060280671093619925,-5.478394815511365,False,4002.779306115811,-0.9942435499796619,-145.85567693762704,6.445833333332544,145.85567693762704,10.799493527038356,0.0,0.0,point_mass,0.0,-145.85567693762704,-8.500023328355454,292.0520322473778
31,True,none,35.221195299416934,57.78917572759779,142210.8242724022,8.048224945033992,11.60000000000003,24599.86067082673,0.16757030834293815,5.72577140078738,False,4007.156432886046,0.3843142269582159,-158.63156249759533,6.283333333332564,158.63156249759533,10.15534950556939,0.0,0.0,point_mass,0.0,-158.63156249759533,-8.340988081761418,333.3786288737618
32,True,none,32.191960832657706,47.143461123479675,152856.53887652032,8.92255317953806,11.150000000000023,26354.151339479788,0.5203537459224719,-5.085597661203337,False,4008.425223118052,-5.769664707619227,-161.38735572683183,6.039583333332594,161.38735572683183,10.038609570469964,0.0,0.0,point_mass,0.0,-161.38735572683183,-8.693676913042184,340.92606042869755
33,True,none,14.148361242712381,55.08324393681949,144916.7560631805,5.251949169860604,8.949999999999992,20483.31058242638,-0.8700926672420362,-7.916736044344816,False,2992.083263955655,-0.8700926672420362,-11.69377419864387,4.847916666666073,11.69377419864387,0.6453186211568905,0.0,0.0,point_mass,0.0,-11.69377419864387,-7.4765473628016865,509.2698856853451
34,True,none,34.20924193357572,57.85259171718496,142147.40828281504,8.083023605418155,11.55000000000003,24920.63208348443,-0.9293172426822579,-16.323233216575318,False,4012.5827039877045,-2.643762293926091,-173.4388176718185,6.256249999999234,173.4388176718185,10.213788783061448,0.0,0.0,point_mass,0.0,-173.4388176718185,-9.397847694030265,334.96694430144635
35,True,none,27.88868840253331,60.788481717771035,139211.51828222896,8.140556632155208,11.350000000000026,23408.981257702282,-0.0030132416840759207,-13.432073154771388,False,4007.5924806087346,-6.60374362615932,-168.12266395261148,6.147916666665914,168.12266395261148,9.742121987732453,0.0,0.0,point_mass,0.0,-168.12266395261148,-9.404663233744916,352.3576162388323
36,True,none,18.56737871622997,40.67668432292616,159323.31567707384,5.673320523087434,8.649999999999988,20228.267345646418,-0.17750172800587166,3.3709978013025648,False,3003.3709978013026,-0.17750172800587166,-18.257941268173635,4.685416666666093,18.257941268173635,0.5607873898609181,0.0,0.0,point_mass,0.0,-18.257941268173635,-7.3349575387137405,537.2026204187563
